instance_id,corr_prompt_tokens_cost_early_1,corr_prompt_tokens_cost_early_2,corr_prompt_tokens_cost_early_3,corr_prompt_tokens_cost_early_4,corr_prompt_tokens_cost_early_avg,corr_prompt_tokens_cost_early_mid_1,corr_prompt_tokens_cost_early_mid_2,corr_prompt_tokens_cost_early_mid_3,corr_prompt_tokens_cost_early_mid_4,corr_prompt_tokens_cost_early_mid_avg,corr_prompt_tokens_cost_mid_1,corr_prompt_tokens_cost_mid_2,corr_prompt_tokens_cost_mid_3,corr_prompt_tokens_cost_mid_4,corr_prompt_tokens_cost_mid_avg,corr_prompt_tokens_cost_later_mid_1,corr_prompt_tokens_cost_later_mid_2,corr_prompt_tokens_cost_later_mid_3,corr_prompt_tokens_cost_later_mid_4,corr_prompt_tokens_cost_later_mid_avg,corr_prompt_tokens_cost_later_1,corr_prompt_tokens_cost_later_2,corr_prompt_tokens_cost_later_3,corr_prompt_tokens_cost_later_4,corr_prompt_tokens_cost_later_avg,corr_completion_tokens_cost_early_1,corr_completion_tokens_cost_early_2,corr_completion_tokens_cost_early_3,corr_completion_tokens_cost_early_4,corr_completion_tokens_cost_early_avg,corr_completion_tokens_cost_early_mid_1,corr_completion_tokens_cost_early_mid_2,corr_completion_tokens_cost_early_mid_3,corr_completion_tokens_cost_early_mid_4,corr_completion_tokens_cost_early_mid_avg,corr_completion_tokens_cost_mid_1,corr_completion_tokens_cost_mid_2,corr_completion_tokens_cost_mid_3,corr_completion_tokens_cost_mid_4,corr_completion_tokens_cost_mid_avg,corr_completion_tokens_cost_later_mid_1,corr_completion_tokens_cost_later_mid_2,corr_completion_tokens_cost_later_mid_3,corr_completion_tokens_cost_later_mid_4,corr_completion_tokens_cost_later_mid_avg,corr_completion_tokens_cost_later_1,corr_completion_tokens_cost_later_2,corr_completion_tokens_cost_later_3,corr_completion_tokens_cost_later_4,corr_completion_tokens_cost_later_avg,corr_cache_creation_input_tokens_cost_early_1,corr_cache_creation_input_tokens_cost_early_2,corr_cache_creation_input_tokens_cost_early_3,corr_cache_creation_input_tokens_cost_early_4,corr_cache_creation_input_tokens_cost_early_avg,corr_cache_creation_input_tokens_cost_early_mid_1,corr_cache_creation_input_tokens_cost_early_mid_2,corr_cache_creation_input_tokens_cost_early_mid_3,corr_cache_creation_input_tokens_cost_early_mid_4,corr_cache_creation_input_tokens_cost_early_mid_avg,corr_cache_creation_input_tokens_cost_mid_1,corr_cache_creation_input_tokens_cost_mid_2,corr_cache_creation_input_tokens_cost_mid_3,corr_cache_creation_input_tokens_cost_mid_4,corr_cache_creation_input_tokens_cost_mid_avg,corr_cache_creation_input_tokens_cost_later_mid_1,corr_cache_creation_input_tokens_cost_later_mid_2,corr_cache_creation_input_tokens_cost_later_mid_3,corr_cache_creation_input_tokens_cost_later_mid_4,corr_cache_creation_input_tokens_cost_later_mid_avg,corr_cache_creation_input_tokens_cost_later_1,corr_cache_creation_input_tokens_cost_later_2,corr_cache_creation_input_tokens_cost_later_3,corr_cache_creation_input_tokens_cost_later_4,corr_cache_creation_input_tokens_cost_later_avg,corr_cache_read_input_tokens_cost_early_1,corr_cache_read_input_tokens_cost_early_2,corr_cache_read_input_tokens_cost_early_3,corr_cache_read_input_tokens_cost_early_4,corr_cache_read_input_tokens_cost_early_avg,corr_cache_read_input_tokens_cost_early_mid_1,corr_cache_read_input_tokens_cost_early_mid_2,corr_cache_read_input_tokens_cost_early_mid_3,corr_cache_read_input_tokens_cost_early_mid_4,corr_cache_read_input_tokens_cost_early_mid_avg,corr_cache_read_input_tokens_cost_mid_1,corr_cache_read_input_tokens_cost_mid_2,corr_cache_read_input_tokens_cost_mid_3,corr_cache_read_input_tokens_cost_mid_4,corr_cache_read_input_tokens_cost_mid_avg,corr_cache_read_input_tokens_cost_later_mid_1,corr_cache_read_input_tokens_cost_later_mid_2,corr_cache_read_input_tokens_cost_later_mid_3,corr_cache_read_input_tokens_cost_later_mid_4,corr_cache_read_input_tokens_cost_later_mid_avg,corr_cache_read_input_tokens_cost_later_1,corr_cache_read_input_tokens_cost_later_2,corr_cache_read_input_tokens_cost_later_3,corr_cache_read_input_tokens_cost_later_4,corr_cache_read_input_tokens_cost_later_avg
astropy__astropy-12907,-0.3624834718324478,-0.08214064414700611,0.22124771590534198,0.41235294392782046,0.047244135963427136,-0.14379338549436824,0.5139729683377283,0.22856411793947246,0.08681210606195011,0.17138895171119564,0.3733962580165022,-0.4343585250798704,0.3230604317990847,0.14456661217977346,0.1016661942288725,0.404101975358494,-0.5622644013605902,-0.1064050638777361,0.7820383138339111,0.1293677059885197,-0.7767891690016667,0.28144003841624154,0.6951073265945543,0.46567737347894855,0.16635889237201942,0.11480088890906334,-0.140144198913921,0.4542000585846977,0.6938607751767686,0.2806793809391521,0.8624715223267561,0.8138580302175855,0.8145590342058195,0.18684423407354414,0.6694332052059264,0.8169293485715282,0.8130365711320383,0.8920761217442676,0.6291800943037579,0.7878055339378981,0.661347006100787,0.8107712662879015,0.9121834393889479,0.9586231265338602,0.8357312095778742,0.8658822342960876,0.9599731032793494,0.7432231571200977,0.4721724256180409,0.7603127300783938,0.9736612583530773,0.9778025167449955,0.8645121663940909,0.9965679232924861,0.9531359661961625,0.26306467119024923,-0.4182534893651894,0.17918647845074437,0.9918503231198337,0.25396199584890944,0.5001561260129372,0.2482701306258138,-0.14073538445051167,0.9845640696871776,0.3980637354688542,0.5791857655961691,0.3976685824351603,0.35520276449806876,0.3601145193080669,0.4230429079593663,0.7236507859036716,0.7448355690223833,0.5786830132174485,0.9173329441848905,0.7411255780820984,-0.6070286294133279,-0.27681026625384675,-0.05489121087149673,-0.11206726560801406,-0.26269934303667136,-0.1826226067805914,0.6448400463373603,0.2135244714305693,-0.2990342976837853,0.09417690332588821,0.2556972917225323,-0.4601994713814924,0.34574584454960133,-0.14345434998062995,-0.0005526712724971822,0.2567056188976702,-0.6295732452941527,-0.15221295204557794,0.8187671684193341,0.0734216474943184,-0.8143595511743583,0.11093037583166691,0.6046736418143797,0.13809102277257868,0.009833872311066721
astropy__astropy-13033,-0.5844315275059017,-0.48596134226552207,0.30653967194726395,-0.934706647505128,-0.42463996133232196,0.21803872830699317,0.9899773059288199,0.17425609006049803,0.538886070872201,0.480289548792128,-0.14357931452625286,0.6123010875457239,-0.218854226765556,0.6078376048368361,0.2144262877726878,0.38354617181811584,0.5103744877764365,0.5646740468362503,0.43973133513631985,0.47458151039178065,0.334294460874822,-0.04228965684021524,0.4038064641057507,-0.024957433142085927,0.1677134587495679,0.8688147263501109,0.9411163881379142,0.07976670340168143,0.7893478893179673,0.6697614268019184,-0.03542231436195384,-0.142461398569992,0.8113560029380822,0.35345143133298823,0.24673093033478116,0.9922354132139284,0.9859722015514217,0.7992420699321967,0.9253843929582786,0.9257085194139563,0.11005772509019718,0.6264865141977479,0.32253733232508447,0.8882195723674963,0.4868252859951314,-0.21124318721676444,0.729756386972483,0.9391975050840633,0.7498452510163883,0.5518889889640426,0.9778535700326715,0.9814149917912156,0.9530699868916858,0.9765085684284247,0.9722117792859994,0.9371728370160664,0.9998105646022221,0.4172224533005121,0.9983776470998093,0.8381458755046525,-0.9157612360069047,-0.1967610213652425,-0.22972913900066677,0.40557650312687,-0.234168723311486,0.9653015504623278,0.8340013425596948,0.9624891830365307,-0.09138408801026887,0.667601997012071,0.9628595010619252,-0.1766861291473551,0.751937779240198,-0.07453370799398817,0.365894360790195,-0.842978525250073,-0.8120812235582638,-0.04660737646561289,-0.9797213925085381,-0.6703471294456219,-0.24755700421159335,0.8830141412242883,0.05064480875006745,-0.07391563013762373,0.1530465789062847,0.008593774920140192,0.6432805155386411,-0.12123378370955062,0.418090550579896,0.2371827643322817,0.05480565921735167,-0.36456838430721195,0.2790774868146546,0.29027229959522105,0.06489676533000385,-0.038358501105435955,0.07882179049701782,0.24081478353092461,0.025442510139476626,0.07668014576549578
astropy__astropy-13236,0.09082464203928074,-0.07141416675841984,0.42211480005955443,0.4126780897007933,0.21355084126030216,0.555862520608305,0.2303604957001374,0.4858211239742438,0.4138078434560395,0.4214629959346814,-0.332794474122155,0.7087944357107645,0.16022680430653125,-0.8864742516824424,-0.08756187144682542,0.5080932150540112,0.2518369956534975,0.7351435696303426,-0.4519920853973589,0.2607704237351231,0.12473494004924524,0.6348722770796267,0.6303196747654489,0.5345711221871241,0.48112450352036124,0.0881897288971032,0.1939832802510821,0.10286132466208225,0.056450687897414725,0.11037125542692058,-0.7212115456827533,0.7752196548388717,0.5089997498825025,0.4456732365751091,0.2521702739034325,0.8152766252097763,0.7109086260461954,0.8392550143280553,0.8115116664549686,0.794237983009749,-0.0015568217778761384,0.7826600760526544,0.6755525333529591,0.780851927253885,0.5593769287204056,0.06277133161203176,0.8751474051573017,0.974690343116968,0.8771054054608305,0.697428621336783,0.9958341823312581,0.9740503340666549,0.990329330741714,0.9944933427184162,0.9886767974645108,0.9966602541343226,0.4848549646289987,0.3792838534545907,0.9392968041865009,0.7000239691011032,0.616329120780057,0.2195860972909817,0.34752908314920883,0.2485093069124529,0.3579884020331751,0.8980502802481805,0.1652611686735153,0.992769406534999,-0.004500347895636622,0.5128951268902645,0.9831447302923391,0.16970453279067937,-0.8585318549975065,0.7753193130019148,0.2674091802718567,-0.3433984779079309,-0.2932099458902343,-0.2616435746770078,-0.0847578237330042,-0.24575245555204428,0.1546892562261255,0.14389466127727532,0.25955737546464924,0.10577554263320607,0.16597920890031403,-0.5115867638815957,0.6796521431402208,0.04345526773630409,-0.8781285196078191,-0.16665196815322247,0.33935039300470493,0.235111967419482,0.1583773743355118,-0.39800629060813697,0.08370836103789045,-0.45206065273536444,0.6148745654148313,0.810039780216077,0.2763418221317107,0.31229887875681367
astropy__astropy-13398,0.4682185462284091,-0.6507584061548686,-0.5289809858471106,0.11730979411189088,-0.1485527629154198,0.6175396690655104,-0.30240685196169664,0.17551151262364775,0.39649255260174676,0.22178422058230207,0.8854486737394139,0.5983005272420435,0.18027075799270675,0.3522876509178203,0.5040769024729961,0.2376209220448821,-0.2850788240217188,0.12873979546809103,-0.8134308558624104,-0.183037240592789,-0.2916375910210395,-0.446833955926733,-0.36173378896492336,0.6871069175065938,-0.10327460460152549,0.2570074010210014,0.9880870395816407,0.8595123269208065,0.14901201976094955,0.5634046968210996,0.607569646823013,-0.08212011905443906,-0.05856916707909144,-0.4053346957826157,0.015386416226716687,0.8058403521891031,-0.23120572469863063,0.8728695753370762,0.9575333729683745,0.6012593939489808,0.8530011470547069,0.87292417892685,0.9452656854029557,0.2501015434304604,0.7303231387037433,0.7526689760899994,0.4624511255065234,0.9467320234056082,-0.045843973212763504,0.5290020379473419,0.9900619218812372,0.9975205613901271,0.9874079043295132,0.9929504062605347,0.991985198465353,0.9951079414812061,0.99929771169648,0.9899966429858049,0.9978482556716448,0.9955626379587841,0.9742244412100977,0.9966310432203385,0.20399076016873102,-0.036733824272481036,0.5345281050816716,0.3868289077106066,0.15729066469227473,0.290946827057432,0.8644260374138851,0.4248731092185496,0.07974251296904197,0.8336225549261264,-0.30106410114641385,0.9735855302600965,0.3964716242522127,-0.20354654815728607,-0.8829560768561427,-0.7478373619635291,-0.2578786716342487,-0.5230546646528016,0.2412210431783322,-0.8821955074690615,-0.1904917676358735,-0.20941380028825113,-0.2602200080537135,0.7352691626301767,0.19904476434841098,0.13967183273220846,0.3575239169044089,0.3578774191538013,0.12277207442452591,-0.28544100911910875,0.06195816476905906,-0.8714279197263588,-0.24303467241297064,-0.26265263371152164,-0.6989284983148194,-0.2272971503653175,0.3645188032273963,-0.20608986979106553
astropy__astropy-13453,0.08917600914519437,0.2389821679586433,-0.06370056485586655,0.07058080099292445,0.08375960331022389,0.47750680130105594,0.38010902242618483,0.26469128612282344,0.63837078048707,0.44016947258428357,0.6226329493679141,0.13146394929547103,-0.691387141611202,0.7026553209989552,0.1913412695127846,0.3052406599454789,0.49969301680351785,0.4390504013235298,0.2880064105241196,0.3829976221491615,0.5536090443558846,-0.38501701444928316,0.3158818492876775,0.4781329069645263,0.2406516965397013,0.2442226430567659,0.18534641303894,0.27718518249026075,0.39955929260151,0.2765783827968692,0.9111676486802678,0.6246665200404283,0.8731383567084664,0.6862521220513473,0.7738061618701274,0.9103238656254851,0.8448815297306524,0.9457738109237273,0.5469996255505036,0.811994707957592,0.8632615510302373,0.7980814848458964,0.9050138649965065,0.495351717526774,0.7654271545998536,0.6300416630523697,0.7906743503895088,0.9414913219882387,0.8580064116423776,0.8050534367681237,0.9860415792703192,0.9853916923781876,0.9939926465106765,0.8451829506493578,0.9526522172021352,0.40556366454363557,0.7701637290423202,0.07154845242546715,0.3695474011554399,0.40420581179171566,0.16718412960639262,0.2798852760449151,0.8861418085749062,0.18719995026530595,0.38010279112288,0.4035479278944054,0.4207622828670406,0.25715678826426547,0.7747944704861615,0.4640653673779682,0.8391064103717513,0.4674378218400402,-0.10003369570730261,0.5554952361553251,0.4405014431649535,-0.1528532087592864,0.0035620533569894614,-0.375550431081828,-0.04704163196045542,-0.14297080461114509,0.4472133267342663,0.19797783167482624,0.2659810315622316,0.6157463827462004,0.38172964317938113,0.6177177328789341,0.0954523910465249,-0.7400757490723495,0.6884230963270717,0.16537936779504528,0.2652739415919596,0.4426624592408387,0.41847596054175323,0.16974164912984657,0.32403850262609957,0.4415176357684229,-0.47379506179997144,0.3223549593638224,0.44001829871933384,0.18252395801290194
astropy__astropy-13579,0.5396925707451945,0.2348889295637973,0.18256728057560215,0.8242890814180234,0.4453594655756543,-0.1610668996494777,-0.24725335246129165,0.4360479135866613,0.04846953069944687,0.019049298043834692,0.5879670045785335,0.6818498803222084,-0.30937624489183313,0.12223661208669623,0.27066931302390124,-0.6797028986280875,-0.6246648717870431,0.4215166218022768,0.9060173035051046,0.005791538723062678,0.5866097096643712,0.5411863972541707,0.5684356759456803,-0.8522827201019565,0.21098726569056647,0.2111600960725375,0.5150714567638924,0.21218122888669466,0.08819278404643803,0.25665139144239063,0.3748552569666827,0.27649009937666,0.48758866270516477,0.6756167944341621,0.45363770337066744,0.9157506635807979,0.7252615217100948,0.6742863418532984,0.809965119081071,0.7813159115563155,0.7566538119457727,0.8220561410702529,0.8859195699462062,0.08901847691500214,0.6384119999693084,0.9322059026204061,0.9096668609695249,0.8359281780692324,0.9095883080574196,0.8968473124291458,0.9939314702575028,0.9897641907267017,0.9924206558202364,0.9905010829735689,0.9916543499445025,0.7997461738924715,0.7371250455876659,0.7138751775256909,0.4591785090608744,0.6774812265166756,0.4089496379207088,0.10147353119561481,0.3627521443148084,0.3614841211418189,0.3086648586432377,-0.03637508507534337,0.5037613529550395,0.052102164864349765,0.9986104996165774,0.37952473309015583,0.9493725232260525,0.9195041872639136,0.7135169497689676,0.6877555908090955,0.8175373127670074,0.13040396139378338,-0.24331219586710134,-0.15579794658674723,0.5190420422197873,0.06258396528993054,-0.42742307980716143,-0.49584203221095374,0.19093319757603558,-0.15052918380653293,-0.22071527456215315,0.5236750676682658,0.6923484263852085,-0.3553000754447268,-0.003177096950447461,0.21438658041457503,-0.5867231018940666,-0.6389946353147076,0.4232299954042957,0.6329828914339706,-0.04237621259262697,0.3120031586555515,0.13324705565542483,0.4851419720377581,-0.817700597950789,0.028172897099486366
astropy__astropy-13977,-0.20566813686411997,-0.27914176761205145,0.3239489899655308,-0.7347516951950468,-0.22390315242642186,0.8155666483080877,0.5107077669932465,0.4576216823166505,0.8575918222101075,0.6603719799570231,0.5761516905921562,0.5377119852155103,0.3739919986735276,0.3830028884377036,0.46771464072972446,-0.9733665774956362,0.28369910687510885,0.612040972402785,0.16257539158625506,0.0212372233421282,0.11521459088839046,0.1952251732865674,0.17606908627382017,0.11061977523348972,0.14928215642056694,0.8008126651212953,0.18555672740346724,0.13496596901935604,0.8103904488806043,0.48293145260618076,-0.20016507993098023,0.5496531423021664,0.7353058999753378,0.3078020575708271,0.3481490049793378,0.9379621231308103,0.7347220475363294,0.08424816393265913,0.8580440188942585,0.6537440883735144,0.8294140208298475,0.8647147484407134,0.7915506863495405,0.15473465210742032,0.6601035269318805,0.78332290943784,0.8190310097025718,0.7723079743532881,0.7305580252317906,0.7763049796813727,0.9737948258410966,0.9843673473750517,0.9941676619560003,0.9772761830562824,0.9824015045571077,0.9926412820934544,0.7751232640121943,0.9867577163194872,0.995681603639262,0.9375509665160995,0.13454784913819118,0.8737492783746384,0.9298560233646744,0.1352992091802435,0.5183630900144369,0.09684654670685233,-0.11067224515499519,0.7906492675825485,0.9679587151568907,0.4361955710728241,-0.0010252063918728405,0.15968507953431677,0.28724760024976903,0.9229074315846042,0.34220372624420425,-0.4619112762093809,-0.47856109425878757,-0.06166705762006202,-0.8748191824884243,-0.4692396526441637,0.6182844572889287,0.24610489454447204,-0.1522955192293325,0.7173576395739247,0.35736286804449824,0.6380619064986404,0.33370079228119776,0.10079389907236407,0.3751682609689076,0.36193121470527745,-0.9091197192659823,0.3027747426655328,0.47759555418239547,-0.20057572537122434,-0.08233128694731962,0.10816650833745724,0.16914640817172247,0.12662184924482744,-0.4056783568065824,-0.0004358977631438027
astropy__astropy-14096,0.42417035793861374,0.5398090647274585,-0.6344766947131986,-0.580070763606572,-0.06264200891342456,-0.1690757492094745,0.4310173618747313,0.638127695717114,0.5689996321466684,0.3672672351322598,-0.30678658916839974,0.166293841222884,-0.3538871865865947,-0.8160335685623643,-0.3276033757736187,-0.5890071998595259,-0.40794553717102305,0.26070980359026014,0.7029995188198827,-0.008310853655101508,0.27588746329161273,-0.6178858287233631,-0.356396645966616,-0.8196638271687301,-0.37951470964177414,0.004478903615984353,-0.09881465464791103,0.6781354927930029,0.1987404239069593,0.19563504141700888,0.7895231932273641,0.8121358448318181,0.813935662203616,0.9997812627219071,0.8538439907461763,0.7711058896632479,0.7357904237068058,0.6856166312555371,0.8052927115100837,0.7494514140339187,0.765964700471988,-0.2167088320010599,0.7902616425769662,-0.7082011425652627,0.1578290921206579,0.010924222789457094,0.521107492476018,0.8018535348713803,-0.013876697612799721,0.33000213813101387,0.9827225590054709,0.994439605716984,0.9546830544653735,0.9831806222657796,0.978756460363402,0.5616711513445831,0.8485222514131785,0.5499233060145475,-0.9990620248869622,0.24026367097133672,0.35854394767973663,0.15384250459962265,0.5874089656218167,0.5929759031607054,0.42319283026547033,0.39571775896257017,0.8392732179645838,0.6567775018100481,0.9705102684291137,0.715569686791579,0.9775066188691142,0.9832561993287104,0.23504708863210882,0.9531638527160653,0.7872434398864997,0.14654348148785423,0.0568496536561178,-0.7714888037381388,-0.8471239255659321,-0.3538048985400247,-0.2939501963872795,0.07951677645999816,0.534395111530791,0.748467413433083,0.26710727625914815,-0.36584884672251866,0.06609214209010483,-0.42227592299802735,-0.7503346482657205,-0.3680918189740404,-0.6415392673449337,-0.750531793890658,-0.031150107511556557,0.32948266193768305,-0.2734346267023663,-0.14878650768331933,-0.9354159896324696,-0.36123245601632303,-0.9118806562816586,-0.5893289024034427
astropy__astropy-14182,0.43933293647090965,0.5353242385808168,-0.7356749405988966,0.5078726883290478,0.1867137306954694,0.15677687505988164,0.3301296131548207,-0.5644769772261435,0.4089242656897128,0.0828384441695679,-0.5155723815009003,0.22503468794281417,-0.31989430340542424,0.5485246529655649,-0.015476835999486377,0.7480331281868036,0.7305563675314779,-0.38069552486249103,-0.3356155508902566,0.19056960499138348,0.005627452804412965,0.3743337528265049,0.9262087998779811,0.23337997583540718,0.3848874953360765,0.04599323746508131,0.6759661937047541,0.9366439960028383,0.24425591775500394,0.4757148362319194,0.17397174269295537,0.7334285967319139,-0.11142111476769773,0.30004806611955803,0.2740068226941824,0.7787852339887088,0.708663054420937,0.7589253162778936,0.7753922902838983,0.7554414737428594,0.9116688593384406,0.1769396645439964,0.7212488261811234,0.6494402098709593,0.6148243899836299,0.6680889313416346,0.7375666470029993,0.7468822226568234,0.6655256926368607,0.7045158734095796,0.9934679374053199,0.3078310752360419,0.9951752735883272,0.9956364403374428,0.823027681641783,0.8680549914365225,0.3923283988666223,0.9936577313532886,0.9960256035724441,0.8125166813072193,0.15650877516114536,0.43217588577301314,0.20402053054041236,0.7246470191762373,0.37933805266270204,0.05251350361663404,0.6176151451325512,0.07847450980820356,0.17428570404599225,0.23072221565084527,0.39264750353480987,0.4329578066419591,0.9950381173955355,0.3355976844338652,0.5390602780015424,0.005456431032404757,0.49706528982579234,-0.900738104862846,-0.05305572397079555,-0.1128180269938611,-0.14172210115839057,0.28634918617678395,-0.9500275677452708,-0.07802099910778937,-0.22085537045866668,-0.5701811727293313,0.1841756799897612,-0.3826506694015174,0.35772850185814936,-0.10273191507073452,0.7092229557915699,0.7040409557991477,-0.40904639081274574,-0.35624314189106765,0.1619935947217261,-0.09741773704424955,0.3439122807398226,0.5399992324832208,0.16061538477163376,0.23677729023760688
astropy__astropy-14309,0.5649752593970907,0.3328742721520035,0.057395424171961085,0.6613934240421133,0.4041595949407921,0.4811035561706205,-0.5682768411712259,0.2498889707189218,-0.05419076262521238,0.027131230773276005,-0.9159787600243778,-0.0023580287207088935,0.7699959025376204,-0.2221930720492976,-0.09263348956419099,-0.0344726776614771,-0.26510643331113704,0.10208954027217271,-0.2868987343028659,-0.12109707625082683,0.6568979913883203,-0.4049417301073025,0.9937111263699923,0.6616669720718695,0.4768335899307199,0.09674996858567655,0.3247243288294549,0.12329604886634461,-0.10999635796948794,0.10869349707799703,0.937670712450836,-0.09213491605682333,0.7727582372392099,0.9382937622238435,0.6391469489642665,0.7957762202162935,0.8696025733589503,0.41089108493878845,0.879409157939575,0.7389197591134018,0.6708442368262048,0.7521132987362303,0.3714180713294246,0.8982775539650631,0.6731632902142307,0.7199663404535688,-0.25423025967288526,0.7833622699136621,0.9569437196563091,0.5515105175876637,0.9946250779670104,0.9915030338816229,0.9946758121833928,0.9881397680110389,0.9922359230107662,0.7824331975282117,0.9968012970819154,0.3914541584275688,0.9373143208086666,0.7770007434615906,0.19968828276897999,0.35236472989455314,0.8642865651885205,0.38877994542253874,0.45127988081864806,0.2958747695961653,0.8514580844974466,0.8292561719786212,0.011292125526169296,0.49697028789960057,0.9612606430898096,0.986923190132912,0.9968719162694424,0.423879175613583,0.8422337312764369,0.11751193686992367,-0.28225529035913266,-0.3704635730746236,0.4726339294085349,-0.015643249288824435,0.3586637265309736,-0.944192824791098,0.14747076055811253,-0.3033312187247633,-0.1853473891066938,-0.9319115421548779,-0.11886887165816695,0.6478483774165913,-0.36765630386424325,-0.1926470850651742,-0.1915039655273077,-0.5690240291854549,-0.1268988728617232,-0.30050608485483193,-0.2969832381073294,0.19897611537972365,-0.9576543788304887,0.9633264755584418,0.5919963962269723,0.19916115208366228
